,drug1,drug2,cell,synergy,fold,SynClass
3005,CARBOPLATIN,MK-8776,A375,17.22605874,3,1
3007,CARBOPLATIN,MK-8776,CAOV3,35.154463,3,1
3008,CARBOPLATIN,MK-8776,COLO320DM,12.50404685,3,1
3009,CARBOPLATIN,MK-8776,DLD1,-5.033318805,3,0
3010,CARBOPLATIN,MK-8776,EFM192B,33.14624389,3,1
3013,CARBOPLATIN,MK-8776,HT144,17.30961426,3,1
3014,CARBOPLATIN,MK-8776,HT29,10.67589734,3,1
3015,CARBOPLATIN,MK-8776,KPL1,19.39244134,3,1
3016,CARBOPLATIN,MK-8776,LNCAP,-10.55765057,3,0
3017,CARBOPLATIN,MK-8776,LOVO,19.40682201,3,1
3018,CARBOPLATIN,MK-8776,MDAMB436,21.75454315,3,1
3019,CARBOPLATIN,MK-8776,MSTO,-3.499512748,3,0
3021,CARBOPLATIN,MK-8776,NCIH2122,-12.78607476,3,0
3023,CARBOPLATIN,MK-8776,NCIH460,17.79648094,3,1
3025,CARBOPLATIN,MK-8776,OCUBM,37.76332606,3,1
3027,CARBOPLATIN,MK-8776,OVCAR3,46.47558852,3,1
3028,CARBOPLATIN,MK-8776,PA1,-0.305269716,3,0
3030,CARBOPLATIN,MK-8776,RPMI7951,-4.079684984,3,0
3031,CARBOPLATIN,MK-8776,SKMEL30,39.09045434,3,1
3032,CARBOPLATIN,MK-8776,SKMES1,-5.031923251,3,0
3034,CARBOPLATIN,MK-8776,SW620,-3.851474053,3,0
3035,CARBOPLATIN,MK-8776,SW837,-9.382041201,3,0
3036,CARBOPLATIN,MK-8776,T47D,-51.43911997,3,0
3038,CARBOPLATIN,MK-8776,UWB1289,-3.949621243,3,0
3039,CARBOPLATIN,MK-8776,UWB1289BRCA1,-8.228608413,3,0
3042,CARBOPLATIN,PD325901,A2058,-31.64625021,3,0
3043,CARBOPLATIN,PD325901,A2780,19.96791663,3,1
3045,CARBOPLATIN,PD325901,A427,-18.11821222,3,0
3047,CARBOPLATIN,PD325901,COLO320DM,10.13805476,3,1
3050,CARBOPLATIN,PD325901,ES2,-3.513719197,3,0
3051,CARBOPLATIN,PD325901,HCT116,-1.166006656,3,0
3053,CARBOPLATIN,PD325901,HT29,-11.69085555,3,0
3054,CARBOPLATIN,PD325901,KPL1,18.84376109,3,1
3055,CARBOPLATIN,PD325901,LNCAP,-43.48359364,3,0
3056,CARBOPLATIN,PD325901,LOVO,-0.555141023,3,0
3057,CARBOPLATIN,PD325901,MDAMB436,12.62991957,3,1
3058,CARBOPLATIN,PD325901,MSTO,-3.140336026,3,0
3060,CARBOPLATIN,PD325901,NCIH2122,-11.1190136,3,0
3062,CARBOPLATIN,PD325901,NCIH460,18.41632134,3,1
3063,CARBOPLATIN,PD325901,NCIH520,-5.35572884,3,0
3064,CARBOPLATIN,PD325901,OCUBM,23.84452938,3,1
3066,CARBOPLATIN,PD325901,OVCAR3,-4.533271388,3,0
3067,CARBOPLATIN,PD325901,PA1,-16.56370455,3,0
3068,CARBOPLATIN,PD325901,RKO,16.29413829,3,1
3069,CARBOPLATIN,PD325901,RPMI7951,-0.679702412,3,0
3070,CARBOPLATIN,PD325901,SKMEL30,-19.4100816,3,0
3071,CARBOPLATIN,PD325901,SKMES1,-32.5297219,3,0
3072,CARBOPLATIN,PD325901,SKOV3,-8.476769503,3,0
3073,CARBOPLATIN,PD325901,SW620,-17.20620842,3,0
3074,CARBOPLATIN,PD325901,SW837,-21.7294747,3,0
3075,CARBOPLATIN,PD325901,T47D,-27.46159368,3,0
3076,CARBOPLATIN,PD325901,UACC62,-0.949337012,3,0
3078,CARBOPLATIN,PD325901,UWB1289BRCA1,-1.411150826,3,0
3080,CARBOPLATIN,PD325901,ZR751,-22.47486626,3,0
3081,CARBOPLATIN,SORAFENIB,A2058,-33.27180552,1,0
3082,CARBOPLATIN,SORAFENIB,A2780,-13.54425066,1,0
3083,CARBOPLATIN,SORAFENIB,A375,-7.882448899,1,0
3084,CARBOPLATIN,SORAFENIB,A427,-1.501405371,1,0
3085,CARBOPLATIN,SORAFENIB,CAOV3,-47.16109214,1,0
3086,CARBOPLATIN,SORAFENIB,COLO320DM,-14.58716543,1,0
3087,CARBOPLATIN,SORAFENIB,DLD1,-4.540249474,1,0
3088,CARBOPLATIN,SORAFENIB,EFM192B,-32.08518594,1,0
3089,CARBOPLATIN,SORAFENIB,ES2,-19.10266007,1,0
3090,CARBOPLATIN,SORAFENIB,HCT116,-10.05745061,1,0
3091,CARBOPLATIN,SORAFENIB,HT144,-6.389939162,1,0
3092,CARBOPLATIN,SORAFENIB,HT29,-12.76639355,1,0
3093,CARBOPLATIN,SORAFENIB,KPL1,-9.066176761,1,0
3094,CARBOPLATIN,SORAFENIB,LNCAP,-15.39931953,1,0
3095,CARBOPLATIN,SORAFENIB,LOVO,-20.72438161,1,0
3096,CARBOPLATIN,SORAFENIB,MDAMB436,-23.04864922,1,0
3097,CARBOPLATIN,SORAFENIB,MSTO,-9.988417928,1,0
3098,CARBOPLATIN,SORAFENIB,NCIH1650,-11.71254948,1,0
3099,CARBOPLATIN,SORAFENIB,NCIH2122,-13.31654234,1,0
3100,CARBOPLATIN,SORAFENIB,NCIH23,-25.78553809,1,0
3101,CARBOPLATIN,SORAFENIB,NCIH460,-16.76776281,1,0
3102,CARBOPLATIN,SORAFENIB,NCIH520,-3.270890723,1,0
3103,CARBOPLATIN,SORAFENIB,OCUBM,-7.830975458,1,0
3104,CARBOPLATIN,SORAFENIB,OV90,-14.73537115,1,0
3105,CARBOPLATIN,SORAFENIB,OVCAR3,-35.35980954,1,0
3106,CARBOPLATIN,SORAFENIB,PA1,-13.75971558,1,0
3107,CARBOPLATIN,SORAFENIB,RKO,-4.726102732,1,0
3108,CARBOPLATIN,SORAFENIB,RPMI7951,-36.57187788,1,0
3109,CARBOPLATIN,SORAFENIB,SKMEL30,-2.38363499,1,0
3110,CARBOPLATIN,SORAFENIB,SKMES1,-8.095838601,1,0
3111,CARBOPLATIN,SORAFENIB,SKOV3,-21.48554066,1,0
3112,CARBOPLATIN,SORAFENIB,SW620,-15.74352148,1,0
3113,CARBOPLATIN,SORAFENIB,SW837,-12.04613895,1,0
3114,CARBOPLATIN,SORAFENIB,T47D,-17.01062835,1,0
3115,CARBOPLATIN,SORAFENIB,UACC62,-12.10473557,1,0
3116,CARBOPLATIN,SORAFENIB,UWB1289,-9.218621727,1,0
3117,CARBOPLATIN,SORAFENIB,UWB1289BRCA1,-16.03990738,1,0
3118,CARBOPLATIN,SORAFENIB,VCAP,-3.848787748,1,0
3119,CARBOPLATIN,SORAFENIB,ZR751,-24.46010539,1,0
3120,CARBOPLATIN,SUNITINIB,A2058,-8.820303158,2,0
3122,CARBOPLATIN,SUNITINIB,A375,12.4945772,2,1
3127,CARBOPLATIN,SUNITINIB,EFM192B,-4.372566576,2,0
3128,CARBOPLATIN,SUNITINIB,ES2,11.81716231,2,1
3131,CARBOPLATIN,SUNITINIB,HT29,10.59854304,2,1
3132,CARBOPLATIN,SUNITINIB,KPL1,11.044177,2,1
3133,CARBOPLATIN,SUNITINIB,LNCAP,-9.491926778,2,0
3136,CARBOPLATIN,SUNITINIB,MSTO,-3.78948314,2,0
3138,CARBOPLATIN,SUNITINIB,NCIH2122,-0.492154552,2,0
3139,CARBOPLATIN,SUNITINIB,NCIH23,-10.18796425,2,0
3144,CARBOPLATIN,SUNITINIB,OVCAR3,12.93932184,2,1
3145,CARBOPLATIN,SUNITINIB,PA1,-8.451488623,2,0
3147,CARBOPLATIN,SUNITINIB,RPMI7951,-17.91324141,2,0
3148,CARBOPLATIN,SUNITINIB,SKMEL30,-5.528383663,2,0
3150,CARBOPLATIN,SUNITINIB,SKOV3,-3.569954283,2,0
3152,CARBOPLATIN,SUNITINIB,SW837,-12.85046281,2,0
3153,CARBOPLATIN,SUNITINIB,T47D,-14.48081501,2,0
3157,CARBOPLATIN,SUNITINIB,VCAP,19.19096936,2,1
3158,CARBOPLATIN,SUNITINIB,ZR751,12.70876716,2,1
3159,CARBOPLATIN,TEMOZOLOMIDE,A2058,-14.56298729,4,0
3160,CARBOPLATIN,TEMOZOLOMIDE,A2780,-2.742600075,4,0
3161,CARBOPLATIN,TEMOZOLOMIDE,A375,-20.91919522,4,0
3162,CARBOPLATIN,TEMOZOLOMIDE,A427,-11.57812003,4,0
3163,CARBOPLATIN,TEMOZOLOMIDE,CAOV3,-36.36116069,4,0
3164,CARBOPLATIN,TEMOZOLOMIDE,COLO320DM,-0.999442062,4,0
3165,CARBOPLATIN,TEMOZOLOMIDE,DLD1,-19.10162123,4,0
3166,CARBOPLATIN,TEMOZOLOMIDE,EFM192B,-30.62935068,4,0
3167,CARBOPLATIN,TEMOZOLOMIDE,ES2,-9.036404376,4,0
3168,CARBOPLATIN,TEMOZOLOMIDE,HCT116,-9.321668267,4,0
3169,CARBOPLATIN,TEMOZOLOMIDE,HT144,-33.50202799,4,0
3170,CARBOPLATIN,TEMOZOLOMIDE,HT29,-13.24835973,4,0
3172,CARBOPLATIN,TEMOZOLOMIDE,LNCAP,-42.80536021,4,0
3174,CARBOPLATIN,TEMOZOLOMIDE,MDAMB436,-2.212359892,4,0
3175,CARBOPLATIN,TEMOZOLOMIDE,MSTO,-24.53744741,4,0
3176,CARBOPLATIN,TEMOZOLOMIDE,NCIH1650,-35.00891969,4,0
3177,CARBOPLATIN,TEMOZOLOMIDE,NCIH2122,-18.42841882,4,0
3178,CARBOPLATIN,TEMOZOLOMIDE,NCIH23,-35.45029363,4,0
3179,CARBOPLATIN,TEMOZOLOMIDE,NCIH460,-33.16823411,4,0
3180,CARBOPLATIN,TEMOZOLOMIDE,NCIH520,-2.430803914,4,0
3181,CARBOPLATIN,TEMOZOLOMIDE,OCUBM,-10.9671359,4,0
3182,CARBOPLATIN,TEMOZOLOMIDE,OV90,-10.54687423,4,0
3183,CARBOPLATIN,TEMOZOLOMIDE,OVCAR3,-21.7482679,4,0
3184,CARBOPLATIN,TEMOZOLOMIDE,PA1,-7.948085197,4,0
3185,CARBOPLATIN,TEMOZOLOMIDE,RKO,-1.231125407,4,0
3188,CARBOPLATIN,TEMOZOLOMIDE,SKMES1,-10.69268337,4,0
3189,CARBOPLATIN,TEMOZOLOMIDE,SKOV3,-20.80908008,4,0
3191,CARBOPLATIN,TEMOZOLOMIDE,SW837,-27.05329304,4,0
3192,CARBOPLATIN,TEMOZOLOMIDE,T47D,-136.9097827,4,0
3193,CARBOPLATIN,TEMOZOLOMIDE,UACC62,-11.9998905,4,0
3196,CARBOPLATIN,TEMOZOLOMIDE,VCAP,-19.65881702,4,0
3197,CARBOPLATIN,TEMOZOLOMIDE,ZR751,-41.81727556,4,0
3198,CARBOPLATIN,ZOLINZA,A2058,-23.29399798,4,0
3199,CARBOPLATIN,ZOLINZA,A2780,13.24292493,4,1
3200,CARBOPLATIN,ZOLINZA,A375,17.95513228,4,1
3201,CARBOPLATIN,ZOLINZA,A427,-29.53116203,4,0
3202,CARBOPLATIN,ZOLINZA,CAOV3,15.09436246,4,1
3203,CARBOPLATIN,ZOLINZA,COLO320DM,-0.166464617,4,0
3204,CARBOPLATIN,ZOLINZA,DLD1,-3.408634619,4,0
3205,CARBOPLATIN,ZOLINZA,EFM192B,-4.784087207,4,0
3206,CARBOPLATIN,ZOLINZA,ES2,-3.361711386,4,0
3208,CARBOPLATIN,ZOLINZA,HT144,10.8675827,4,1
3209,CARBOPLATIN,ZOLINZA,HT29,13.81386298,4,1
3211,CARBOPLATIN,ZOLINZA,LNCAP,13.65645561,4,1
3214,CARBOPLATIN,ZOLINZA,MSTO,-0.699256102,4,0
3215,CARBOPLATIN,ZOLINZA,NCIH1650,-8.14993513,4,0
3217,CARBOPLATIN,ZOLINZA,NCIH23,-20.82674627,4,0
3219,CARBOPLATIN,ZOLINZA,NCIH520,-9.915142007,4,0
3220,CARBOPLATIN,ZOLINZA,OCUBM,-13.66303184,4,0
3221,CARBOPLATIN,ZOLINZA,OV90,-6.848438492,4,0
3222,CARBOPLATIN,ZOLINZA,OVCAR3,-5.045484957,4,0
3223,CARBOPLATIN,ZOLINZA,PA1,-13.32872094,4,0
3224,CARBOPLATIN,ZOLINZA,RKO,17.826419,4,1
3225,CARBOPLATIN,ZOLINZA,RPMI7951,-4.760023907,4,0
3226,CARBOPLATIN,ZOLINZA,SKMEL30,-1.237884744,4,0
3229,CARBOPLATIN,ZOLINZA,SW620,-12.76253901,4,0
3230,CARBOPLATIN,ZOLINZA,SW837,-0.824075768,4,0
3231,CARBOPLATIN,ZOLINZA,T47D,39.85203418,4,1
3232,CARBOPLATIN,ZOLINZA,UACC62,10.72267618,4,1
3233,CARBOPLATIN,ZOLINZA,UWB1289,13.431023,4,1
3235,CARBOPLATIN,ZOLINZA,VCAP,13.19321045,4,1
3236,CARBOPLATIN,ZOLINZA,ZR751,-3.942899532,4,0
3237,CYCLOPHOSPHAMIDE,ABT-888,A2058,12.72496744,0,1
3238,CYCLOPHOSPHAMIDE,ABT-888,A2780,10.54371833,0,1
3240,CYCLOPHOSPHAMIDE,ABT-888,A427,-11.63887968,0,0
3245,CYCLOPHOSPHAMIDE,ABT-888,ES2,-7.765952714,0,0
3246,CYCLOPHOSPHAMIDE,ABT-888,HCT116,16.80085086,0,1
3249,CYCLOPHOSPHAMIDE,ABT-888,KPL1,-10.6320112,0,0
3250,CYCLOPHOSPHAMIDE,ABT-888,LNCAP,-13.96198475,0,0
3251,CYCLOPHOSPHAMIDE,ABT-888,LOVO,-4.952741064,0,0
3254,CYCLOPHOSPHAMIDE,ABT-888,NCIH1650,-3.985984683,0,0
3257,CYCLOPHOSPHAMIDE,ABT-888,NCIH460,17.43411202,0,1
3259,CYCLOPHOSPHAMIDE,ABT-888,OCUBM,15.84144254,0,1
3260,CYCLOPHOSPHAMIDE,ABT-888,OV90,11.77323193,0,1
3263,CYCLOPHOSPHAMIDE,ABT-888,RKO,16.66446001,0,1
3264,CYCLOPHOSPHAMIDE,ABT-888,RPMI7951,-7.016517482,0,0
3269,CYCLOPHOSPHAMIDE,ABT-888,SW837,-15.42055822,0,0
3270,CYCLOPHOSPHAMIDE,ABT-888,T47D,-4.08859713,0,0
3272,CYCLOPHOSPHAMIDE,ABT-888,UWB1289,-6.52771367,0,0
3273,CYCLOPHOSPHAMIDE,ABT-888,UWB1289BRCA1,-8.40497407,0,0
3275,CYCLOPHOSPHAMIDE,ABT-888,ZR751,-32.21629252,0,0
3283,CYCLOPHOSPHAMIDE,AZD1775,EFM192B,-1.634016434,0,0
3289,CYCLOPHOSPHAMIDE,AZD1775,LNCAP,-41.47720935,0,0
3290,CYCLOPHOSPHAMIDE,AZD1775,LOVO,-4.0399195,0,0
3293,CYCLOPHOSPHAMIDE,AZD1775,NCIH1650,16.8889801,0,1
3295,CYCLOPHOSPHAMIDE,AZD1775,NCIH23,-2.384871794,0,0
3297,CYCLOPHOSPHAMIDE,AZD1775,NCIH520,10.37606584,0,1
3299,CYCLOPHOSPHAMIDE,AZD1775,OV90,-2.76096107,0,0
3306,CYCLOPHOSPHAMIDE,AZD1775,SKOV3,14.85824444,0,1
3309,CYCLOPHOSPHAMIDE,AZD1775,T47D,-8.212706736,0,0
3311,CYCLOPHOSPHAMIDE,AZD1775,UWB1289,67.63674093,0,1
3315,CYCLOPHOSPHAMIDE,BEZ-235,A2058,12.746188,1,1
3316,CYCLOPHOSPHAMIDE,BEZ-235,A2780,17.87489148,1,1
3317,CYCLOPHOSPHAMIDE,BEZ-235,A375,12.84457015,1,1
3319,CYCLOPHOSPHAMIDE,BEZ-235,CAOV3,25.73426903,1,1
3320,CYCLOPHOSPHAMIDE,BEZ-235,COLO320DM,19.18706704,1,1
3322,CYCLOPHOSPHAMIDE,BEZ-235,EFM192B,24.02757327,1,1
3323,CYCLOPHOSPHAMIDE,BEZ-235,ES2,13.6449687,1,1
3324,CYCLOPHOSPHAMIDE,BEZ-235,HCT116,19.71806156,1,1
3326,CYCLOPHOSPHAMIDE,BEZ-235,HT29,27.56912056,1,1
3327,CYCLOPHOSPHAMIDE,BEZ-235,KPL1,17.76684973,1,1
3328,CYCLOPHOSPHAMIDE,BEZ-235,LNCAP,67.79077683,1,1
3329,CYCLOPHOSPHAMIDE,BEZ-235,LOVO,15.21554287,1,1
3330,CYCLOPHOSPHAMIDE,BEZ-235,MDAMB436,19.46579283,1,1
3332,CYCLOPHOSPHAMIDE,BEZ-235,NCIH1650,17.10667081,1,1
3333,CYCLOPHOSPHAMIDE,BEZ-235,NCIH2122,15.24257082,1,1
3334,CYCLOPHOSPHAMIDE,BEZ-235,NCIH23,13.71675676,1,1
3335,CYCLOPHOSPHAMIDE,BEZ-235,NCIH460,15.77911392,1,1
3336,CYCLOPHOSPHAMIDE,BEZ-235,NCIH520,27.06526505,1,1
3337,CYCLOPHOSPHAMIDE,BEZ-235,OCUBM,24.43353942,1,1
3338,CYCLOPHOSPHAMIDE,BEZ-235,OV90,18.22206593,1,1
3340,CYCLOPHOSPHAMIDE,BEZ-235,PA1,11.22939508,1,1
3341,CYCLOPHOSPHAMIDE,BEZ-235,RKO,10.07696496,1,1
3342,CYCLOPHOSPHAMIDE,BEZ-235,RPMI7951,20.11601915,1,1
3343,CYCLOPHOSPHAMIDE,BEZ-235,SKMEL30,18.44648099,1,1
3344,CYCLOPHOSPHAMIDE,BEZ-235,SKMES1,18.31955895,1,1
3345,CYCLOPHOSPHAMIDE,BEZ-235,SKOV3,11.70523261,1,1
3346,CYCLOPHOSPHAMIDE,BEZ-235,SW620,15.92331709,1,1
3347,CYCLOPHOSPHAMIDE,BEZ-235,SW837,24.16298095,1,1
3348,CYCLOPHOSPHAMIDE,BEZ-235,T47D,100.4024954,1,1
3349,CYCLOPHOSPHAMIDE,BEZ-235,UACC62,15.36114912,1,1
3350,CYCLOPHOSPHAMIDE,BEZ-235,UWB1289,32.06369794,1,1
3351,CYCLOPHOSPHAMIDE,BEZ-235,UWB1289BRCA1,28.89750417,1,1
3352,CYCLOPHOSPHAMIDE,BEZ-235,VCAP,23.40807993,1,1
3353,CYCLOPHOSPHAMIDE,BEZ-235,ZR751,16.96621247,1,1
3355,CYCLOPHOSPHAMIDE,BORTEZOMIB,A2780,-11.26735375,0,0
3356,CYCLOPHOSPHAMIDE,BORTEZOMIB,A375,28.57707415,0,1
3357,CYCLOPHOSPHAMIDE,BORTEZOMIB,A427,-8.502772728,0,0
3358,CYCLOPHOSPHAMIDE,BORTEZOMIB,CAOV3,-36.65413992,0,0
3360,CYCLOPHOSPHAMIDE,BORTEZOMIB,DLD1,14.17402421,0,1
3363,CYCLOPHOSPHAMIDE,BORTEZOMIB,HCT116,14.22855307,0,1
3365,CYCLOPHOSPHAMIDE,BORTEZOMIB,HT29,-16.67612259,0,0
3366,CYCLOPHOSPHAMIDE,BORTEZOMIB,KPL1,-15.40532685,0,0
3369,CYCLOPHOSPHAMIDE,BORTEZOMIB,MDAMB436,-0.619310964,0,0
3370,CYCLOPHOSPHAMIDE,BORTEZOMIB,MSTO,13.95451539,0,1
3371,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH1650,-14.47544863,0,0
3372,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH2122,27.75692904,0,1
3374,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH460,14.88718391,0,1
3375,CYCLOPHOSPHAMIDE,BORTEZOMIB,NCIH520,-17.71924757,0,0
3376,CYCLOPHOSPHAMIDE,BORTEZOMIB,OCUBM,12.94024251,0,1
3377,CYCLOPHOSPHAMIDE,BORTEZOMIB,OV90,-1.897133837,0,0
3378,CYCLOPHOSPHAMIDE,BORTEZOMIB,OVCAR3,-25.17853705,0,0
3380,CYCLOPHOSPHAMIDE,BORTEZOMIB,RKO,28.37985911,0,1
3383,CYCLOPHOSPHAMIDE,BORTEZOMIB,SKMES1,-10.2518384,0,0
3384,CYCLOPHOSPHAMIDE,BORTEZOMIB,SKOV3,-2.662322654,0,0
3387,CYCLOPHOSPHAMIDE,BORTEZOMIB,T47D,-23.08859768,0,0
3388,CYCLOPHOSPHAMIDE,BORTEZOMIB,UACC62,-9.525027695,0,0
3389,CYCLOPHOSPHAMIDE,BORTEZOMIB,UWB1289,-17.38594039,0,0
3390,CYCLOPHOSPHAMIDE,BORTEZOMIB,UWB1289BRCA1,-16.03806129,0,0
3391,CYCLOPHOSPHAMIDE,BORTEZOMIB,VCAP,-1.054029239,0,0
3393,CYCLOPHOSPHAMIDE,DASATINIB,A2058,10.37911966,1,1
3394,CYCLOPHOSPHAMIDE,DASATINIB,A2780,23.25825742,1,1
3395,CYCLOPHOSPHAMIDE,DASATINIB,A375,-7.039252513,1,0
3396,CYCLOPHOSPHAMIDE,DASATINIB,A427,17.46960422,1,1
3399,CYCLOPHOSPHAMIDE,DASATINIB,DLD1,14.15014516,1,1
3400,CYCLOPHOSPHAMIDE,DASATINIB,EFM192B,18.10536632,1,1
3401,CYCLOPHOSPHAMIDE,DASATINIB,ES2,-5.659802415,1,0
3402,CYCLOPHOSPHAMIDE,DASATINIB,HCT116,-28.00152206,1,0
3403,CYCLOPHOSPHAMIDE,DASATINIB,HT144,-53.79648119,1,0
3404,CYCLOPHOSPHAMIDE,DASATINIB,HT29,14.43630229,1,1
3405,CYCLOPHOSPHAMIDE,DASATINIB,KPL1,-4.988167769,1,0
3406,CYCLOPHOSPHAMIDE,DASATINIB,LNCAP,-27.42883623,1,0
3407,CYCLOPHOSPHAMIDE,DASATINIB,LOVO,20.84082433,1,1
3409,CYCLOPHOSPHAMIDE,DASATINIB,MSTO,-16.99645444,1,0
3410,CYCLOPHOSPHAMIDE,DASATINIB,NCIH1650,24.79300577,1,1
3411,CYCLOPHOSPHAMIDE,DASATINIB,NCIH2122,-48.37729556,1,0
3413,CYCLOPHOSPHAMIDE,DASATINIB,NCIH460,-3.312764954,1,0
3414,CYCLOPHOSPHAMIDE,DASATINIB,NCIH520,16.19586466,1,1
3416,CYCLOPHOSPHAMIDE,DASATINIB,OV90,-3.19591068,1,0
3417,CYCLOPHOSPHAMIDE,DASATINIB,OVCAR3,50.72841599,1,1
3421,CYCLOPHOSPHAMIDE,DASATINIB,SKMEL30,-24.34554135,1,0
3423,CYCLOPHOSPHAMIDE,DASATINIB,SKOV3,-5.820910392,1,0
3426,CYCLOPHOSPHAMIDE,DASATINIB,T47D,-15.33862999,1,0
3427,CYCLOPHOSPHAMIDE,DASATINIB,UACC62,-3.680153221,1,0
3428,CYCLOPHOSPHAMIDE,DASATINIB,UWB1289,-1.568277509,1,0
3430,CYCLOPHOSPHAMIDE,DASATINIB,VCAP,14.18815199,1,1
3431,CYCLOPHOSPHAMIDE,DASATINIB,ZR751,-16.76462773,1,0
3432,CYCLOPHOSPHAMIDE,DINACICLIB,A2058,12.40275203,1,1
3433,CYCLOPHOSPHAMIDE,DINACICLIB,A2780,-3.247479641,1,0
3434,CYCLOPHOSPHAMIDE,DINACICLIB,A375,10.35276194,1,1
3436,CYCLOPHOSPHAMIDE,DINACICLIB,CAOV3,-17.60390771,1,0
3439,CYCLOPHOSPHAMIDE,DINACICLIB,EFM192B,12.30045292,1,1
3444,CYCLOPHOSPHAMIDE,DINACICLIB,KPL1,-12.26423344,1,0
3445,CYCLOPHOSPHAMIDE,DINACICLIB,LNCAP,56.67788114,1,1
3447,CYCLOPHOSPHAMIDE,DINACICLIB,MDAMB436,-0.898396822,1,0
3448,CYCLOPHOSPHAMIDE,DINACICLIB,MSTO,20.77980249,1,1
3451,CYCLOPHOSPHAMIDE,DINACICLIB,NCIH23,-3.64729825,1,0
3452,CYCLOPHOSPHAMIDE,DINACICLIB,NCIH460,10.00357139,1,1
3454,CYCLOPHOSPHAMIDE,DINACICLIB,OCUBM,16.09974939,1,1
3455,CYCLOPHOSPHAMIDE,DINACICLIB,OV90,-1.209368773,1,0
3457,CYCLOPHOSPHAMIDE,DINACICLIB,PA1,-0.647160199,1,0
3458,CYCLOPHOSPHAMIDE,DINACICLIB,RKO,15.23767783,1,1
3461,CYCLOPHOSPHAMIDE,DINACICLIB,SKMES1,11.91076095,1,1
3464,CYCLOPHOSPHAMIDE,DINACICLIB,SW837,-11.81288946,1,0
3467,CYCLOPHOSPHAMIDE,DINACICLIB,UWB1289,-8.435198709,1,0
3468,CYCLOPHOSPHAMIDE,DINACICLIB,UWB1289BRCA1,-7.624091135,1,0
3469,CYCLOPHOSPHAMIDE,DINACICLIB,VCAP,10.82516135,1,1
3470,CYCLOPHOSPHAMIDE,DINACICLIB,ZR751,10.04229909,1,1
3471,CYCLOPHOSPHAMIDE,ERLOTINIB,A2058,-2.477100927,0,0
3472,CYCLOPHOSPHAMIDE,ERLOTINIB,A2780,-0.009972219,0,0
3473,CYCLOPHOSPHAMIDE,ERLOTINIB,A375,-4.231048403,0,0
3475,CYCLOPHOSPHAMIDE,ERLOTINIB,CAOV3,-4.087085419,0,0
3476,CYCLOPHOSPHAMIDE,ERLOTINIB,COLO320DM,-1.275546217,0,0
3479,CYCLOPHOSPHAMIDE,ERLOTINIB,ES2,-4.66448783,0,0
3480,CYCLOPHOSPHAMIDE,ERLOTINIB,HCT116,-3.70702275,0,0
3481,CYCLOPHOSPHAMIDE,ERLOTINIB,HT144,-13.57168234,0,0
3483,CYCLOPHOSPHAMIDE,ERLOTINIB,KPL1,-6.373246302,0,0
3484,CYCLOPHOSPHAMIDE,ERLOTINIB,LNCAP,-29.89584273,0,0
3485,CYCLOPHOSPHAMIDE,ERLOTINIB,LOVO,-3.072280744,0,0
3486,CYCLOPHOSPHAMIDE,ERLOTINIB,MDAMB436,-5.410505674,0,0
3487,CYCLOPHOSPHAMIDE,ERLOTINIB,MSTO,-11.81036447,0,0
3488,CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH1650,-7.649029445,0,0
3490,CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH23,-7.063968146,0,0
3491,CYCLOPHOSPHAMIDE,ERLOTINIB,NCIH460,-8.72290383,0,0
3494,CYCLOPHOSPHAMIDE,ERLOTINIB,OV90,-13.23937296,0,0
3495,CYCLOPHOSPHAMIDE,ERLOTINIB,OVCAR3,-6.420695627,0,0
3496,CYCLOPHOSPHAMIDE,ERLOTINIB,PA1,-0.045547222,0,0
3497,CYCLOPHOSPHAMIDE,ERLOTINIB,RKO,-11.2879549,0,0
3498,CYCLOPHOSPHAMIDE,ERLOTINIB,RPMI7951,-3.809283242,0,0
3499,CYCLOPHOSPHAMIDE,ERLOTINIB,SKMEL30,-3.91554806,0,0
3502,CYCLOPHOSPHAMIDE,ERLOTINIB,SW620,-11.92897578,0,0
3503,CYCLOPHOSPHAMIDE,ERLOTINIB,SW837,-1.434718608,0,0
3504,CYCLOPHOSPHAMIDE,ERLOTINIB,T47D,26.18489183,0,1
3505,CYCLOPHOSPHAMIDE,ERLOTINIB,UACC62,-5.741127918,0,0
3506,CYCLOPHOSPHAMIDE,ERLOTINIB,UWB1289,19.95551646,0,1
3507,CYCLOPHOSPHAMIDE,ERLOTINIB,UWB1289BRCA1,10.36593833,0,1
3511,CYCLOPHOSPHAMIDE,GELDANAMYCIN,A2780,-9.965537092,0,0
3512,CYCLOPHOSPHAMIDE,GELDANAMYCIN,A375,-8.590118003,0,0
3513,CYCLOPHOSPHAMIDE,GELDANAMYCIN,A427,-2.184700402,0,0
3514,CYCLOPHOSPHAMIDE,GELDANAMYCIN,CAOV3,-6.541062748,0,0
3516,CYCLOPHOSPHAMIDE,GELDANAMYCIN,DLD1,-2.460812475,0,0
3518,CYCLOPHOSPHAMIDE,GELDANAMYCIN,ES2,-12.92243489,0,0
3519,CYCLOPHOSPHAMIDE,GELDANAMYCIN,HCT116,13.76600921,0,1
