,drug1,drug2,cell,score,label,SynClass
3463,ETOPOSIDE,MK-8776,SKMEL30,58.93855866,1,1
3464,ETOPOSIDE,MK-8776,SKMES1,-14.15759259,0,0
3465,ETOPOSIDE,MK-8776,SW620,-12.87630561,0,0
3466,ETOPOSIDE,MK-8776,T47D,-29.18931096,0,0
3467,ETOPOSIDE,MK-8776,UACC62,20.63281721,1,1
3468,ETOPOSIDE,MK-8776,VCAP,54.77812255,1,1
3470,ETOPOSIDE,PD325901,A2058,22.17348782,1,1
3471,ETOPOSIDE,PD325901,A2780,36.84388809,1,1
3474,ETOPOSIDE,PD325901,CAOV3,122.0788947,1,1
3476,ETOPOSIDE,PD325901,HT144,39.74829923,1,1
3478,ETOPOSIDE,PD325901,LNCAP,40.32291573,1,1
3479,ETOPOSIDE,PD325901,LOVO,30.23540886,1,1
3480,ETOPOSIDE,PD325901,MDAMB436,25.97741805,1,1
3481,ETOPOSIDE,PD325901,MSTO,-20.58151609,0,0
3482,ETOPOSIDE,PD325901,NCIH1650,25.46667544,1,1
3483,ETOPOSIDE,PD325901,NCIH2122,27.0184105,1,1
3484,ETOPOSIDE,PD325901,NCIH460,39.75978234,1,1
3486,ETOPOSIDE,PD325901,OV90,21.03998461,1,1
3487,ETOPOSIDE,PD325901,RKO,38.3604726,1,1
3493,ETOPOSIDE,PD325901,T47D,33.34594771,1,1
3495,ETOPOSIDE,PD325901,ZR751,48.6253214,1,1
3496,ETOPOSIDE,SORAFENIB,A2058,-12.15503625,0,0
3498,ETOPOSIDE,SORAFENIB,CAOV3,40.76840903,1,1
3503,ETOPOSIDE,SORAFENIB,LOVO,-10.0797683,0,0
3507,ETOPOSIDE,SORAFENIB,NCIH23,-116.1653965,0,0
3511,ETOPOSIDE,SORAFENIB,RPMI7951,-10.84972086,0,0
3515,ETOPOSIDE,SORAFENIB,T47D,-12.4278492,0,0
3517,ETOPOSIDE,SORAFENIB,VCAP,-19.78803715,0,0
3518,ETOPOSIDE,SORAFENIB,ZR751,-11.74689916,0,0
3520,ETOPOSIDE,SUNITINIB,CAOV3,30.61709086,1,1
3524,ETOPOSIDE,SUNITINIB,MSTO,-15.12080583,0,0
3526,ETOPOSIDE,SUNITINIB,NCIH23,-98.62741446,0,0
3530,ETOPOSIDE,SUNITINIB,RPMI7951,-13.32447019,0,0
3531,ETOPOSIDE,SUNITINIB,SKMES1,-10.19342421,0,0
3533,ETOPOSIDE,SUNITINIB,T47D,-26.44624539,0,0
3536,ETOPOSIDE,TEMOZOLOMIDE,A375,-87.4802028,0,0
3537,ETOPOSIDE,TEMOZOLOMIDE,CAOV3,83.00585057,1,1
3544,ETOPOSIDE,TEMOZOLOMIDE,NCIH1650,-10.23455147,0,0
3551,ETOPOSIDE,TEMOZOLOMIDE,SKMEL30,21.19310545,1,1
3552,ETOPOSIDE,TEMOZOLOMIDE,SKMES1,25.00914684,1,1
3555,ETOPOSIDE,TEMOZOLOMIDE,SW837,-18.67907384,0,0
3556,ETOPOSIDE,TEMOZOLOMIDE,T47D,-27.82829749,0,0
3558,ETOPOSIDE,TEMOZOLOMIDE,ZR751,-16.39943726,0,0
3560,ETOPOSIDE,ZOLINZA,A375,-71.18505172,0,0
3561,ETOPOSIDE,ZOLINZA,A427,-18.84435619,0,0
3562,ETOPOSIDE,ZOLINZA,CAOV3,83.62883659,1,1
3564,ETOPOSIDE,ZOLINZA,HCT116,-17.37379223,0,0
3568,ETOPOSIDE,ZOLINZA,LNCAP,28.61619415,1,1
3571,ETOPOSIDE,ZOLINZA,MSTO,56.83462933,1,1
3575,ETOPOSIDE,ZOLINZA,SKOV3,29.64057569,1,1
3576,ETOPOSIDE,ZOLINZA,SW837,21.63323076,1,1
3577,ETOPOSIDE,ZOLINZA,T47D,25.24241347,1,1
3580,ETOPOSIDE,ZOLINZA,ZR751,22.83573645,1,1
3581,GELDANAMYCIN,BEZ-235,A2058,34.57333585,1,1
3583,GELDANAMYCIN,BEZ-235,A375,20.65600784,1,1
3585,GELDANAMYCIN,BEZ-235,CAOV3,25.67518873,1,1
3586,GELDANAMYCIN,BEZ-235,ES2,22.05057677,1,1
3587,GELDANAMYCIN,BEZ-235,HCT116,35.76379658,1,1
3588,GELDANAMYCIN,BEZ-235,HT144,45.48122797,1,1
3590,GELDANAMYCIN,BEZ-235,LNCAP,107.6222417,1,1
3592,GELDANAMYCIN,BEZ-235,MDAMB436,23.29901802,1,1
3594,GELDANAMYCIN,BEZ-235,NCIH460,34.03656802,1,1
3596,GELDANAMYCIN,BEZ-235,RKO,20.10584985,1,1
3598,GELDANAMYCIN,BEZ-235,SKMEL30,48.27593907,1,1
3599,GELDANAMYCIN,BEZ-235,SKMES1,45.63680144,1,1
3602,GELDANAMYCIN,BEZ-235,T47D,155.3899654,1,1
3603,GELDANAMYCIN,BEZ-235,UACC62,29.76025464,1,1
3604,GELDANAMYCIN,BEZ-235,VCAP,28.05066048,1,1
3605,GELDANAMYCIN,DINACICLIB,A2780,-17.97817111,0,0
3606,GELDANAMYCIN,DINACICLIB,A375,22.05450091,1,1
3608,GELDANAMYCIN,DINACICLIB,LNCAP,33.17178636,1,1
3611,GELDANAMYCIN,DINACICLIB,MSTO,-22.90589188,0,0
3612,GELDANAMYCIN,DINACICLIB,NCIH1650,-23.08653485,0,0
3613,GELDANAMYCIN,DINACICLIB,NCIH23,-12.48833358,0,0
3615,GELDANAMYCIN,DINACICLIB,RPMI7951,-11.41869766,0,0
3616,GELDANAMYCIN,DINACICLIB,SKMES1,-10.94429024,0,0
3617,GELDANAMYCIN,DINACICLIB,SKOV3,-22.80868825,0,0
3618,GELDANAMYCIN,DINACICLIB,SW620,-13.56571062,0,0
3619,GELDANAMYCIN,DINACICLIB,SW837,-13.89481261,0,0
3620,GELDANAMYCIN,DINACICLIB,T47D,-39.85034847,0,0
3623,GELDANAMYCIN,DINACICLIB,ZR751,-19.07458503,0,0
3624,GELDANAMYCIN,MK-8776,A2058,51.41963491,1,1
3625,GELDANAMYCIN,MK-8776,A375,20.88618832,1,1
3626,GELDANAMYCIN,MK-8776,A427,23.03757955,1,1
3627,GELDANAMYCIN,MK-8776,CAOV3,24.8543465,1,1
3628,GELDANAMYCIN,MK-8776,HCT116,30.28012904,1,1
3629,GELDANAMYCIN,MK-8776,HT144,-198.6874066,0,0
3632,GELDANAMYCIN,MK-8776,LNCAP,-105.3544017,0,0
3634,GELDANAMYCIN,MK-8776,MSTO,-36.80066992,0,0
3636,GELDANAMYCIN,MK-8776,NCIH2122,-17.72773735,0,0
3637,GELDANAMYCIN,MK-8776,NCIH23,-11.01680765,0,0
3640,GELDANAMYCIN,MK-8776,RKO,32.13845443,1,1
3642,GELDANAMYCIN,MK-8776,SKMEL30,37.16106996,1,1
3643,GELDANAMYCIN,MK-8776,SKMES1,-23.43171311,0,0
3644,GELDANAMYCIN,MK-8776,SKOV3,-31.75296787,0,0
3646,GELDANAMYCIN,MK-8776,SW837,-184.7983901,0,0
3647,GELDANAMYCIN,MK-8776,T47D,-34.98235241,0,0
3649,GELDANAMYCIN,MK-8776,ZR751,-28.73240892,0,0
3651,GELDANAMYCIN,SN-38,A375,22.09706901,1,1
3657,GELDANAMYCIN,SN-38,LNCAP,33.95907446,1,1
3658,GELDANAMYCIN,SN-38,LOVO,-18.13081596,0,0
3665,GELDANAMYCIN,SN-38,SKMEL30,38.26844823,1,1
3667,GELDANAMYCIN,SN-38,SKOV3,-12.02502079,0,0
3680,GELDANAMYCIN,SORAFENIB,MDAMB436,-17.59525207,0,0
3681,GELDANAMYCIN,SORAFENIB,MSTO,-43.62177115,0,0
3687,GELDANAMYCIN,SORAFENIB,RPMI7951,-11.75896295,0,0
3689,GELDANAMYCIN,SORAFENIB,SKMES1,-13.59548446,0,0
3691,GELDANAMYCIN,SORAFENIB,SW620,-10.96608563,0,0
3693,GELDANAMYCIN,SORAFENIB,VCAP,-13.33651052,0,0
3694,GELDANAMYCIN,SORAFENIB,ZR751,-17.09555794,0,0
3695,GELDANAMYCIN,TOPOTECAN,A2058,22.38658565,1,1
3697,GELDANAMYCIN,TOPOTECAN,A375,-16.3920222,0,0
3698,GELDANAMYCIN,TOPOTECAN,A427,21.65186525,1,1
3707,GELDANAMYCIN,TOPOTECAN,MSTO,-14.63725658,0,0
3708,GELDANAMYCIN,TOPOTECAN,NCIH1650,-15.30165422,0,0
3710,GELDANAMYCIN,TOPOTECAN,NCIH23,-17.97647101,0,0
3711,GELDANAMYCIN,TOPOTECAN,NCIH460,-23.95784414,0,0
3714,GELDANAMYCIN,TOPOTECAN,RKO,-10.70715216,0,0
3716,GELDANAMYCIN,TOPOTECAN,SKMEL30,48.38401733,1,1
3717,GELDANAMYCIN,TOPOTECAN,SKMES1,-15.97279372,0,0
3724,GEMCITABINE,ABT-888,A375,-20.51873205,0,0
3734,GEMCITABINE,ABT-888,RKO,-10.13746929,0,0
3735,GEMCITABINE,ABT-888,RPMI7951,-12.18811971,0,0
3737,GEMCITABINE,ABT-888,SKMES1,-16.39024838,0,0
3742,GEMCITABINE,AZD1775,A2058,22.52751282,1,1
3748,GEMCITABINE,AZD1775,HT29,20.30482052,1,1
3749,GEMCITABINE,AZD1775,HT29,20.30482052,1,1
3750,GEMCITABINE,AZD1775,LNCAP,-40.59067921,0,0
3752,GEMCITABINE,AZD1775,MDAMB436,21.31809506,1,1
3762,GEMCITABINE,AZD1775,SKMES1,-14.68150812,0,0
3766,GEMCITABINE,AZD1775,SW837,24.60905058,1,1
3768,GEMCITABINE,AZD1775,UACC62,24.89268877,1,1
3778,GEMCITABINE,BEZ-235,HT144,24.09512725,1,1
3781,GEMCITABINE,BEZ-235,LNCAP,48.96142284,1,1
3782,GEMCITABINE,BEZ-235,MDAMB436,22.07134162,1,1
3784,GEMCITABINE,BEZ-235,NCIH23,-12.84994994,0,0
3785,GEMCITABINE,BEZ-235,NCIH460,23.36042667,1,1
3789,GEMCITABINE,BEZ-235,SKMES1,-20.12882119,0,0
3790,GEMCITABINE,BEZ-235,SW837,21.07815577,1,1
3791,GEMCITABINE,BEZ-235,T47D,46.29499521,1,1
3796,GEMCITABINE,BORTEZOMIB,A375,-13.75187464,0,0
3803,GEMCITABINE,BORTEZOMIB,LNCAP,-12.97157344,0,0
3805,GEMCITABINE,BORTEZOMIB,NCIH1650,-22.11945406,0,0
3806,GEMCITABINE,BORTEZOMIB,NCIH2122,-12.22627785,0,0
3807,GEMCITABINE,BORTEZOMIB,NCIH23,-12.89049632,0,0
3808,GEMCITABINE,BORTEZOMIB,NCIH460,-21.30293841,0,0
3809,GEMCITABINE,BORTEZOMIB,NCIH520,-17.78788737,0,0
3811,GEMCITABINE,BORTEZOMIB,RKO,-13.64787362,0,0
3813,GEMCITABINE,BORTEZOMIB,SKMES1,-15.69506048,0,0
3814,GEMCITABINE,BORTEZOMIB,SKOV3,-15.06590493,0,0
3817,GEMCITABINE,BORTEZOMIB,T47D,-12.46561222,0,0
3818,GEMCITABINE,BORTEZOMIB,UACC62,-10.83625909,0,0
3822,GEMCITABINE,DASATINIB,A375,-16.43549823,0,0
3823,GEMCITABINE,DASATINIB,A427,24.83990329,1,1
3825,GEMCITABINE,DASATINIB,ES2,22.16153127,1,1
3826,GEMCITABINE,DASATINIB,HT144,-12.10848568,0,0
3827,GEMCITABINE,DASATINIB,HT29,20.41730764,1,1
3830,GEMCITABINE,DASATINIB,MDAMB436,22.14643948,1,1
3833,GEMCITABINE,DASATINIB,NCIH460,34.89286379,1,1
3834,GEMCITABINE,DASATINIB,NCIH520,30.40318904,1,1
3836,GEMCITABINE,DASATINIB,SKMES1,-25.33111813,0,0
3837,GEMCITABINE,DASATINIB,SW620,26.07092261,1,1
3838,GEMCITABINE,DASATINIB,SW837,32.83142452,1,1
3841,GEMCITABINE,DASATINIB,ZR751,28.60504354,1,1
3844,GEMCITABINE,DINACICLIB,A375,-11.24724268,0,0
3845,GEMCITABINE,DINACICLIB,A427,-10.18996634,0,0
3848,GEMCITABINE,DINACICLIB,HCT116,-19.96226453,0,0
3855,GEMCITABINE,DINACICLIB,NCIH1650,-19.96303077,0,0
3857,GEMCITABINE,DINACICLIB,NCIH23,-15.36621631,0,0
3861,GEMCITABINE,DINACICLIB,RKO,-13.24666787,0,0
3864,GEMCITABINE,DINACICLIB,SKMES1,-20.49837622,0,0
3865,GEMCITABINE,DINACICLIB,SKOV3,-17.84781199,0,0
3872,GEMCITABINE,ERLOTINIB,A375,-25.17442823,0,0
3879,GEMCITABINE,ERLOTINIB,MSTO,-11.87209492,0,0
3886,GEMCITABINE,ERLOTINIB,SKMES1,-20.83934512,0,0
3887,GEMCITABINE,ERLOTINIB,SKOV3,-10.02921699,0,0
3888,GEMCITABINE,ERLOTINIB,SW837,30.39899769,1,1
3892,GEMCITABINE,ERLOTINIB,ZR751,37.48917942,1,1
3894,GEMCITABINE,GELDANAMYCIN,A375,-22.40239349,0,0
3897,GEMCITABINE,GELDANAMYCIN,HCT116,-25.4680307,0,0
3902,GEMCITABINE,GELDANAMYCIN,MSTO,-19.531057,0,0
3905,GEMCITABINE,GELDANAMYCIN,NCIH23,-24.63521431,0,0
3906,GEMCITABINE,GELDANAMYCIN,NCIH460,-12.44264543,0,0
3909,GEMCITABINE,GELDANAMYCIN,RKO,-21.75967991,0,0
3912,GEMCITABINE,GELDANAMYCIN,SKMES1,-28.47417839,0,0
3913,GEMCITABINE,GELDANAMYCIN,SKOV3,-17.12933004,0,0
3916,GEMCITABINE,GELDANAMYCIN,T47D,-20.38756712,0,0
3920,GEMCITABINE,LAPATINIB,A375,-33.99071414,0,0
3927,GEMCITABINE,LAPATINIB,MSTO,-22.64524487,0,0
3928,GEMCITABINE,LAPATINIB,NCIH1650,-11.35362209,0,0
3933,GEMCITABINE,LAPATINIB,RKO,-14.44743869,0,0
3934,GEMCITABINE,LAPATINIB,RPMI7951,-13.00521455,0,0
3935,GEMCITABINE,LAPATINIB,SKMES1,-26.9290907,0,0
3938,GEMCITABINE,LAPATINIB,SW837,26.60538983,1,1
3940,GEMCITABINE,LAPATINIB,ZR751,26.6270347,1,1
3942,GEMCITABINE,MK-2206,A375,-11.4558261,0,0
3945,GEMCITABINE,MK-2206,HT144,26.12446427,1,1
3947,GEMCITABINE,MK-2206,KPL1,28.6830796,1,1
3948,GEMCITABINE,MK-2206,LNCAP,-109.5929303,0,0
3953,GEMCITABINE,MK-2206,NCIH460,25.07068346,1,1
3957,GEMCITABINE,MK-2206,SKMES1,-13.93156927,0,0
3960,GEMCITABINE,MK-2206,SW837,30.69067196,1,1
3963,GEMCITABINE,MK-2206,VCAP,21.70074093,1,1
3966,GEMCITABINE,MK-4827,A375,-22.04634144,0,0
3968,GEMCITABINE,MK-4827,HCT116,-12.15632144,0,0
3971,GEMCITABINE,MK-4827,MSTO,-12.02415985,0,0
3973,GEMCITABINE,MK-4827,RKO,-16.47187347,0,0
3975,GEMCITABINE,MK-4827,SKMES1,-17.46276966,0,0
3979,GEMCITABINE,MK-5108,A375,-12.07375337,0,0
3982,GEMCITABINE,MK-5108,LNCAP,-61.50342095,0,0
3987,GEMCITABINE,MK-5108,NCIH460,-12.72195416,0,0
3990,GEMCITABINE,MK-5108,SKMES1,-14.93727626,0,0
3998,GEMCITABINE,MK-8669,HT144,22.88167937,1,1
3999,GEMCITABINE,MK-8669,KPL1,25.39531535,1,1
4000,GEMCITABINE,MK-8669,LNCAP,-72.78454555,0,0
4001,GEMCITABINE,MK-8669,MDAMB436,21.07989718,1,1
4003,GEMCITABINE,MK-8669,NCIH23,-12.59156029,0,0
4004,GEMCITABINE,MK-8669,NCIH460,26.98520807,1,1
4007,GEMCITABINE,MK-8669,SKMES1,-19.35266487,0,0
4008,GEMCITABINE,MK-8669,SKOV3,24.81240922,1,1
4010,GEMCITABINE,MK-8669,UACC62,25.13419823,1,1
4013,GEMCITABINE,MK-8776,A2058,61.69913895,1,1
4014,GEMCITABINE,MK-8776,A2058,61.69913895,1,1
4015,GEMCITABINE,MK-8776,A2780,20.58768498,1,1
4018,GEMCITABINE,MK-8776,A427,30.46917135,1,1
4019,GEMCITABINE,MK-8776,A427,30.46917135,1,1
4024,GEMCITABINE,MK-8776,HT144,49.19593905,1,1
4025,GEMCITABINE,MK-8776,HT29,62.70598096,1,1
4026,GEMCITABINE,MK-8776,HT29,62.70598096,1,1
4027,GEMCITABINE,MK-8776,LNCAP,33.93724185,1,1
4030,GEMCITABINE,MK-8776,MDAMB436,29.17620763,1,1
4031,GEMCITABINE,MK-8776,NCIH1650,46.33917997,1,1
4032,GEMCITABINE,MK-8776,NCIH1650,46.33917997,1,1
4036,GEMCITABINE,MK-8776,NCIH460,40.3245615,1,1
4037,GEMCITABINE,MK-8776,NCIH520,38.50277923,1,1
4040,GEMCITABINE,MK-8776,SKMEL30,28.45455263,1,1
4041,GEMCITABINE,MK-8776,SKMES1,-19.35684839,0,0
4042,GEMCITABINE,MK-8776,SKOV3,39.91435683,1,1
4043,GEMCITABINE,MK-8776,SW620,53.86602524,1,1
4044,GEMCITABINE,MK-8776,SW620,53.86602524,1,1
4045,GEMCITABINE,MK-8776,SW837,35.90485953,1,1
4046,GEMCITABINE,MK-8776,T47D,20.99778891,1,1
4047,GEMCITABINE,MK-8776,UACC62,48.00712269,1,1
4048,GEMCITABINE,MK-8776,VCAP,46.03079346,1,1
4049,GEMCITABINE,MK-8776,ZR751,26.83789888,1,1
4051,GEMCITABINE,PD325901,A375,-16.62060199,0,0
4062,GEMCITABINE,PD325901,OV90,26.73457106,1,1
4064,GEMCITABINE,PD325901,SKMES1,-18.78668619,0,0
4069,GEMCITABINE,SORAFENIB,A2058,-15.01487906,0,0
4075,GEMCITABINE,SORAFENIB,HCT116,-15.56851091,0,0
4080,GEMCITABINE,SORAFENIB,LOVO,-10.47691726,0,0
4083,GEMCITABINE,SORAFENIB,NCIH1650,-15.2752202,0,0
4085,GEMCITABINE,SORAFENIB,NCIH23,-13.32617529,0,0
4089,GEMCITABINE,SORAFENIB,RKO,-14.62201961,0,0
4092,GEMCITABINE,SORAFENIB,SKMES1,-20.09649317,0,0
4093,GEMCITABINE,SORAFENIB,SKOV3,-10.27728917,0,0
4095,GEMCITABINE,SORAFENIB,T47D,-11.98307103,0,0
4097,GEMCITABINE,SORAFENIB,VCAP,-12.9885297,0,0
4102,GEMCITABINE,SUNITINIB,HCT116,-12.39222046,0,0
4108,GEMCITABINE,SUNITINIB,RKO,-10.73297334,0,0
4110,GEMCITABINE,SUNITINIB,SKMES1,-14.02290451,0,0
4113,GEMCITABINE,SUNITINIB,T47D,-10.59709445,0,0
4115,GEMCITABINE,TEMOZOLOMIDE,A375,-28.10623084,0,0
4116,GEMCITABINE,TEMOZOLOMIDE,HCT116,-14.0680626,0,0
4124,GEMCITABINE,TEMOZOLOMIDE,RKO,-10.97995823,0,0
4125,GEMCITABINE,TEMOZOLOMIDE,RPMI7951,-11.11718592,0,0
4127,GEMCITABINE,TEMOZOLOMIDE,SKMES1,-20.63260323,0,0
4134,L778123,ABT-888,CAOV3,29.58297829,1,1
4146,L778123,ABT-888,T47D,-17.30650985,0,0
4150,L778123,AZD1775,A2058,22.09591653,1,1
4151,L778123,AZD1775,A2058,22.09591653,0,1
4175,L778123,BEZ-235,A2058,33.03465929,1,1
4177,L778123,BEZ-235,A375,49.11677734,1,1
4178,L778123,BEZ-235,A427,34.3008476,1,1
4179,L778123,BEZ-235,CAOV3,35.09678896,1,1
4180,L778123,BEZ-235,ES2,25.42887091,1,1
4181,L778123,BEZ-235,HCT116,31.51439978,1,1
4182,L778123,BEZ-235,HT144,35.9706855,1,1
4183,L778123,BEZ-235,HT29,43.25882996,1,1
4184,L778123,BEZ-235,KPL1,24.54591637,1,1
4185,L778123,BEZ-235,LNCAP,73.09012501,1,1
4186,L778123,BEZ-235,LOVO,23.24950679,1,1
4187,L778123,BEZ-235,MDAMB436,30.49842585,1,1
4188,L778123,BEZ-235,MSTO,25.049828,1,1
4189,L778123,BEZ-235,NCIH1650,35.86061966,1,1
4190,L778123,BEZ-235,NCIH2122,34.39858584,1,1
4192,L778123,BEZ-235,NCIH460,38.53944321,1,1
4193,L778123,BEZ-235,NCIH520,32.73324095,1,1
4194,L778123,BEZ-235,OV90,31.1769722,1,1
4195,L778123,BEZ-235,RKO,39.13736584,1,1
4197,L778123,BEZ-235,SKMEL30,29.38651443,1,1
4198,L778123,BEZ-235,SKMES1,31.13382529,1,1
4199,L778123,BEZ-235,SKOV3,20.7939583,1,1
4200,L778123,BEZ-235,SW620,29.76964442,1,1
4201,L778123,BEZ-235,SW837,28.3545048,1,1
4202,L778123,BEZ-235,T47D,100.7168772,1,1
4203,L778123,BEZ-235,UACC62,29.13991624,1,1
4204,L778123,BEZ-235,VCAP,36.2040566,1,1
4205,L778123,BEZ-235,ZR751,30.20053617,1,1
4208,L778123,BORTEZOMIB,CAOV3,-23.95335295,0,0
4216,L778123,BORTEZOMIB,NCIH1650,-15.0459436,0,0
4217,L778123,BORTEZOMIB,NCIH2122,-10.98946316,0,0
4219,L778123,BORTEZOMIB,NCIH520,-17.42513337,0,0
4223,L778123,BORTEZOMIB,SKMES1,-13.3994066,0,0
4227,L778123,BORTEZOMIB,T47D,-18.88599842,0,0
4228,L778123,BORTEZOMIB,UACC62,-13.1407886,0,0
4230,L778123,BORTEZOMIB,ZR751,-19.58453346,0,0
4231,L778123,DASATINIB,A2058,38.94681739,1,1
4232,L778123,DASATINIB,A2780,57.53602649,1,1
4233,L778123,DASATINIB,A375,44.02755137,1,1
4234,L778123,DASATINIB,A427,46.50293489,1,1
4235,L778123,DASATINIB,CAOV3,23.00248869,1,1
4236,L778123,DASATINIB,ES2,26.79081533,1,1
4239,L778123,DASATINIB,HT29,54.3615549,1,1
4240,L778123,DASATINIB,LNCAP,21.0760377,1,1
4241,L778123,DASATINIB,LOVO,46.91523611,1,1
4242,L778123,DASATINIB,MDAMB436,27.77590356,1,1
4243,L778123,DASATINIB,MSTO,68.348704,1,1
4244,L778123,DASATINIB,NCIH1650,35.69584712,1,1
4245,L778123,DASATINIB,NCIH2122,-59.85214459,0,0
4246,L778123,DASATINIB,NCIH23,-58.21245074,0,0
4247,L778123,DASATINIB,NCIH460,22.39624395,1,1
4248,L778123,DASATINIB,NCIH520,53.28735753,1,1
4250,L778123,DASATINIB,RKO,38.19936369,1,1
4251,L778123,DASATINIB,RPMI7951,21.60488087,1,1
4253,L778123,DASATINIB,SKMES1,33.59497725,1,1
4255,L778123,DASATINIB,SW620,44.95753677,1,1
4256,L778123,DASATINIB,SW837,22.68476439,1,1
4257,L778123,DASATINIB,T47D,31.75982728,1,1
4258,L778123,DASATINIB,UACC62,42.35479652,1,1
4264,L778123,DINACICLIB,LNCAP,21.33391481,1,1
4270,L778123,DINACICLIB,T47D,-11.03031711,0,0
4274,L778123,ERLOTINIB,A375,24.82051081,1,1
4276,L778123,ERLOTINIB,CAOV3,42.23979945,1,1
4277,L778123,ERLOTINIB,HT29,23.67542708,1,1
4280,L778123,ERLOTINIB,LOVO,24.54634356,1,1
4287,L778123,ERLOTINIB,SKMES1,22.78486036,1,1
4290,L778123,ERLOTINIB,SW837,23.82706711,1,1
4291,L778123,ERLOTINIB,T47D,-12.12386768,0,0
4293,L778123,ERLOTINIB,VCAP,24.00800198,1,1
4294,L778123,ERLOTINIB,ZR751,23.04674371,1,1
4295,L778123,ETOPOSIDE,A2058,24.9439129,1,1
4297,L778123,ETOPOSIDE,CAOV3,60.15290274,1,1
4298,L778123,ETOPOSIDE,ES2,-11.78385268,0,0
4304,L778123,ETOPOSIDE,MSTO,-16.57878303,0,0
4308,L778123,ETOPOSIDE,ZR751,20.00842935,1,1
4309,L778123,GELDANAMYCIN,A2058,25.81079702,1,1
4311,L778123,GELDANAMYCIN,A375,28.83358612,1,1
4312,L778123,GELDANAMYCIN,A427,30.83757204,1,1
4313,L778123,GELDANAMYCIN,CAOV3,22.80614552,1,1
4315,L778123,GELDANAMYCIN,HCT116,23.55891939,1,1
4317,L778123,GELDANAMYCIN,LNCAP,32.36907528,1,1
4322,L778123,GELDANAMYCIN,NCIH460,31.10478431,1,1
4324,L778123,GELDANAMYCIN,RKO,30.50704571,1,1
4326,L778123,GELDANAMYCIN,SKMES1,21.75639953,1,1
4328,L778123,GELDANAMYCIN,SW620,21.08716116,1,1
4331,L778123,GELDANAMYCIN,UACC62,35.07442761,1,1
4336,L778123,GEMCITABINE,A375,-10.28018314,0,0
4348,L778123,GEMCITABINE,SKMES1,-14.53448084,0,0
4354,L778123,LAPATINIB,A375,21.21443302,1,1
4355,L778123,LAPATINIB,CAOV3,39.61931685,1,1
4359,L778123,LAPATINIB,LNCAP,21.52316784,1,1
4360,L778123,LAPATINIB,LOVO,25.76757675,1,1
4373,L778123,LAPATINIB,VCAP,20.80027509,1,1
4374,L778123,LAPATINIB,ZR751,23.56161835,1,1
4375,L778123,MK-2206,A2058,27.85896904,1,1
4376,L778123,MK-2206,A2780,35.52529402,1,1
4377,L778123,MK-2206,A375,32.16353676,1,1
4378,L778123,MK-2206,A427,33.54284733,1,1
4379,L778123,MK-2206,CAOV3,60.49488599,1,1
4383,L778123,MK-2206,HT29,38.46365786,1,1
4384,L778123,MK-2206,KPL1,45.62393463,1,1
4385,L778123,MK-2206,LNCAP,20.23233462,1,1
4386,L778123,MK-2206,LOVO,23.91476532,1,1
4388,L778123,MK-2206,NCIH1650,27.03868778,1,1
4389,L778123,MK-2206,NCIH2122,26.11496453,1,1
4391,L778123,MK-2206,NCIH460,24.11003111,1,1
4392,L778123,MK-2206,NCIH520,26.6392148,1,1
4393,L778123,MK-2206,OV90,23.45895699,1,1
4394,L778123,MK-2206,RKO,24.91008412,1,1
4396,L778123,MK-2206,SKMEL30,24.57444041,1,1
4397,L778123,MK-2206,SKMES1,25.49740374,1,1
4398,L778123,MK-2206,SKOV3,28.72216383,1,1
4402,L778123,MK-2206,UACC62,21.63954272,1,1
4404,L778123,MK-2206,ZR751,24.37361736,1,1
4405,L778123,MK-4827,A2058,32.17033318,1,1
4408,L778123,MK-4827,HT144,-53.48177148,0,0
4411,L778123,MK-4827,LNCAP,-73.61146513,0,0
4413,L778123,MK-4827,MSTO,-12.67266585,0,0
4419,L778123,MK-4827,SW837,-43.41334659,0,0
4423,L778123,MK-5108,A2058,25.4027631,1,1
4425,L778123,MK-5108,A375,27.48518919,1,1
4426,L778123,MK-5108,A427,31.11662341,1,1
4429,L778123,MK-5108,HT29,23.46348238,1,1
4431,L778123,MK-5108,LNCAP,-48.41904865,0,0
4436,L778123,MK-5108,SKMEL30,23.14351777,1,1
4438,L778123,MK-5108,SW620,22.66867374,1,1
4442,L778123,MK-5108,ZR751,-10.64945264,0,0
4443,L778123,MK-8669,A2058,58.87584853,1,1
4444,L778123,MK-8669,A2058,58.87584853,1,1
4445,L778123,MK-8669,A2780,38.88260616,1,1
4446,L778123,MK-8669,A375,35.95541534,1,1
4447,L778123,MK-8669,A375,35.95541534,1,1
4448,L778123,MK-8669,A427,47.27449937,1,1
4449,L778123,MK-8669,A427,47.27449937,1,1
4450,L778123,MK-8669,CAOV3,46.52843425,1,1
4451,L778123,MK-8669,CAOV3,46.52843425,1,1
4452,L778123,MK-8669,ES2,29.2503043,1,1
4453,L778123,MK-8669,ES2,29.2503043,1,1
4455,L778123,MK-8669,HT144,40.54201311,1,1
4456,L778123,MK-8669,HT29,42.17496095,1,1
4457,L778123,MK-8669,HT29,42.17496095,1,1
4458,L778123,MK-8669,KPL1,37.74392779,1,1
4459,L778123,MK-8669,LNCAP,54.39460903,1,1
4460,L778123,MK-8669,LOVO,29.33821543,1,1
4461,L778123,MK-8669,LOVO,29.33821543,1,1
4462,L778123,MK-8669,MDAMB436,34.19421959,1,1
