,drug1,drug2,cell,synergy,fold,SynClass
6589,ETOPOSIDE,AZD1775,VCAP,20.27995291,3,1
6593,ETOPOSIDE,BEZ-235,A375,31.99711368,2,1
6595,ETOPOSIDE,BEZ-235,CAOV3,85.75614627,2,1
6598,ETOPOSIDE,BEZ-235,EFM192B,-11.25730054,2,0
6601,ETOPOSIDE,BEZ-235,HT144,36.34399595,2,1
6603,ETOPOSIDE,BEZ-235,KPL1,24.92334535,2,1
6604,ETOPOSIDE,BEZ-235,LNCAP,93.40478314,2,1
6606,ETOPOSIDE,BEZ-235,MDAMB436,28.39176146,2,1
6607,ETOPOSIDE,BEZ-235,MSTO,20.29258749,2,1
6610,ETOPOSIDE,BEZ-235,NCIH23,-11.80792927,2,0
6611,ETOPOSIDE,BEZ-235,NCIH460,29.59680637,2,1
6616,ETOPOSIDE,BEZ-235,PA1,-18.37474174,2,0
6618,ETOPOSIDE,BEZ-235,RPMI7951,-13.30798634,2,0
6621,ETOPOSIDE,BEZ-235,SKOV3,-12.54844267,2,0
6624,ETOPOSIDE,BEZ-235,T47D,101.6125542,2,1
6629,ETOPOSIDE,BEZ-235,ZR751,37.20808625,2,1
6633,ETOPOSIDE,BORTEZOMIB,A427,-14.07950269,1,0
6634,ETOPOSIDE,BORTEZOMIB,CAOV3,54.31000908,1,1
6637,ETOPOSIDE,BORTEZOMIB,EFM192B,-11.48207983,1,0
6638,ETOPOSIDE,BORTEZOMIB,ES2,-38.16106574,1,0
6641,ETOPOSIDE,BORTEZOMIB,HT29,-16.41332149,1,0
6646,ETOPOSIDE,BORTEZOMIB,MSTO,49.13867719,1,1
6648,ETOPOSIDE,BORTEZOMIB,NCIH2122,-11.99507083,1,0
6649,ETOPOSIDE,BORTEZOMIB,NCIH23,-11.27577628,1,0
6651,ETOPOSIDE,BORTEZOMIB,NCIH520,-33.89563814,1,0
6652,ETOPOSIDE,BORTEZOMIB,OCUBM,-13.05824866,1,0
6653,ETOPOSIDE,BORTEZOMIB,OV90,-20.56680342,1,0
6655,ETOPOSIDE,BORTEZOMIB,PA1,-18.67285057,1,0
6657,ETOPOSIDE,BORTEZOMIB,RPMI7951,-15.77053036,1,0
6659,ETOPOSIDE,BORTEZOMIB,SKMES1,-21.79160617,1,0
6662,ETOPOSIDE,BORTEZOMIB,SW837,-14.57106296,1,0
6663,ETOPOSIDE,BORTEZOMIB,T47D,-19.80398812,1,0
6664,ETOPOSIDE,BORTEZOMIB,UACC62,-17.8222598,1,0
6665,ETOPOSIDE,BORTEZOMIB,UWB1289,-24.14340442,1,0
6667,ETOPOSIDE,BORTEZOMIB,VCAP,-10.5712824,1,0
6668,ETOPOSIDE,BORTEZOMIB,ZR751,26.75504326,1,1
6670,ETOPOSIDE,DASATINIB,A2780,66.56695223,4,1
6671,ETOPOSIDE,DASATINIB,A375,33.1108059,4,1
6672,ETOPOSIDE,DASATINIB,A427,29.60077592,4,1
6673,ETOPOSIDE,DASATINIB,CAOV3,58.84842185,4,1
6677,ETOPOSIDE,DASATINIB,ES2,-17.70072655,4,0
6679,ETOPOSIDE,DASATINIB,HT144,-36.23824218,4,0
6680,ETOPOSIDE,DASATINIB,HT29,24.34993899,4,1
6681,ETOPOSIDE,DASATINIB,KPL1,26.27136634,4,1
6682,ETOPOSIDE,DASATINIB,LNCAP,31.32548663,4,1
6683,ETOPOSIDE,DASATINIB,LOVO,60.79997037,4,1
6684,ETOPOSIDE,DASATINIB,MDAMB436,25.68606382,4,1
6685,ETOPOSIDE,DASATINIB,MSTO,85.69462031,4,1
6686,ETOPOSIDE,DASATINIB,NCIH1650,50.30604813,4,1
6687,ETOPOSIDE,DASATINIB,NCIH2122,-55.13805214,4,0
6688,ETOPOSIDE,DASATINIB,NCIH23,-183.3295713,4,0
6689,ETOPOSIDE,DASATINIB,NCIH460,40.12098513,4,1
6690,ETOPOSIDE,DASATINIB,NCIH520,43.69840612,4,1
6693,ETOPOSIDE,DASATINIB,OVCAR3,106.6307301,4,1
6695,ETOPOSIDE,DASATINIB,RKO,25.08988503,4,1
6697,ETOPOSIDE,DASATINIB,SKMEL30,-32.47747331,4,0
6700,ETOPOSIDE,DASATINIB,SW620,42.24770688,4,1
6701,ETOPOSIDE,DASATINIB,SW837,40.76213756,4,1
6702,ETOPOSIDE,DASATINIB,T47D,-19.09969407,4,0
6710,ETOPOSIDE,DINACICLIB,A375,-122.7718052,1,0
6712,ETOPOSIDE,DINACICLIB,CAOV3,56.19980681,1,1
6715,ETOPOSIDE,DINACICLIB,EFM192B,-12.62013225,1,0
6717,ETOPOSIDE,DINACICLIB,HCT116,-12.96661918,1,0
6727,ETOPOSIDE,DINACICLIB,NCIH23,-19.11703449,1,0
6731,ETOPOSIDE,DINACICLIB,OV90,-13.03157185,1,0
6733,ETOPOSIDE,DINACICLIB,PA1,-11.88512779,1,0
6735,ETOPOSIDE,DINACICLIB,RPMI7951,-11.643017,1,0
6737,ETOPOSIDE,DINACICLIB,SKMES1,-14.77517427,1,0
6738,ETOPOSIDE,DINACICLIB,SKOV3,-30.18913558,1,0
6739,ETOPOSIDE,DINACICLIB,SW620,-11.10063669,1,0
6740,ETOPOSIDE,DINACICLIB,SW837,-15.55200919,1,0
6749,ETOPOSIDE,ERLOTINIB,A375,34.50823729,2,1
6751,ETOPOSIDE,ERLOTINIB,CAOV3,92.93746278,2,1
6756,ETOPOSIDE,ERLOTINIB,HCT116,35.1756303,2,1
6757,ETOPOSIDE,ERLOTINIB,HT144,31.44622163,2,1
6758,ETOPOSIDE,ERLOTINIB,HT29,28.78939285,2,1
6759,ETOPOSIDE,ERLOTINIB,KPL1,21.82928608,2,1
6761,ETOPOSIDE,ERLOTINIB,LOVO,42.42601554,2,1
6762,ETOPOSIDE,ERLOTINIB,MDAMB436,30.44386811,2,1
6763,ETOPOSIDE,ERLOTINIB,MSTO,24.38717471,2,1
6765,ETOPOSIDE,ERLOTINIB,NCIH2122,47.47430247,2,1
6766,ETOPOSIDE,ERLOTINIB,NCIH23,-164.2668412,2,0
6767,ETOPOSIDE,ERLOTINIB,NCIH460,46.67308553,2,1
6768,ETOPOSIDE,ERLOTINIB,NCIH520,27.1848439,2,1
6771,ETOPOSIDE,ERLOTINIB,OVCAR3,40.7657359,2,1
6772,ETOPOSIDE,ERLOTINIB,PA1,-14.74906914,2,0
6773,ETOPOSIDE,ERLOTINIB,RKO,26.04444652,2,1
6776,ETOPOSIDE,ERLOTINIB,SKMES1,23.310596,2,1
6777,ETOPOSIDE,ERLOTINIB,SKOV3,20.97161438,2,1
6779,ETOPOSIDE,ERLOTINIB,SW837,57.51358379,2,1
6781,ETOPOSIDE,ERLOTINIB,UACC62,41.71895529,2,1
6782,ETOPOSIDE,ERLOTINIB,UWB1289,26.68871505,2,1
6783,ETOPOSIDE,ERLOTINIB,UWB1289BRCA1,34.91567972,2,1
6784,ETOPOSIDE,ERLOTINIB,VCAP,41.85350576,2,1
6785,ETOPOSIDE,ERLOTINIB,ZR751,51.47375496,2,1
6786,ETOPOSIDE,GELDANAMYCIN,A2058,31.06156665,0,1
6790,ETOPOSIDE,GELDANAMYCIN,CAOV3,71.48082401,0,1
6799,ETOPOSIDE,GELDANAMYCIN,LNCAP,47.35424191,0,1
6800,ETOPOSIDE,GELDANAMYCIN,LOVO,-10.67503159,0,0
6801,ETOPOSIDE,GELDANAMYCIN,MDAMB436,23.95624073,0,1
6802,ETOPOSIDE,GELDANAMYCIN,MSTO,-19.47647489,0,0
6805,ETOPOSIDE,GELDANAMYCIN,NCIH23,-14.08747051,0,0
6810,ETOPOSIDE,GELDANAMYCIN,OVCAR3,39.02833297,0,1
6811,ETOPOSIDE,GELDANAMYCIN,PA1,-15.72188127,0,0
6814,ETOPOSIDE,GELDANAMYCIN,SKMEL30,32.84665347,0,1
6819,ETOPOSIDE,GELDANAMYCIN,T47D,27.24545847,0,1
6826,ETOPOSIDE,LAPATINIB,A2780,27.29088399,4,1
6828,ETOPOSIDE,LAPATINIB,A427,-14.40714784,4,0
6829,ETOPOSIDE,LAPATINIB,CAOV3,143.2917905,4,1
6830,ETOPOSIDE,LAPATINIB,COLO320DM,21.35734076,4,1
6831,ETOPOSIDE,LAPATINIB,DLD1,40.61719458,4,1
6834,ETOPOSIDE,LAPATINIB,HCT116,27.63842614,4,1
6838,ETOPOSIDE,LAPATINIB,LNCAP,27.81267656,4,1
6839,ETOPOSIDE,LAPATINIB,LOVO,50.4281854,4,1
6840,ETOPOSIDE,LAPATINIB,MDAMB436,20.148526,4,1
6842,ETOPOSIDE,LAPATINIB,NCIH1650,21.63106086,4,1
6843,ETOPOSIDE,LAPATINIB,NCIH2122,31.30947607,4,1
6844,ETOPOSIDE,LAPATINIB,NCIH23,-167.5463503,4,0
6848,ETOPOSIDE,LAPATINIB,OV90,-14.60244237,4,0
6849,ETOPOSIDE,LAPATINIB,OVCAR3,26.48596016,4,1
6857,ETOPOSIDE,LAPATINIB,SW837,43.76187067,4,1
6861,ETOPOSIDE,LAPATINIB,UWB1289BRCA1,35.18523295,4,1
6863,ETOPOSIDE,LAPATINIB,ZR751,42.94795226,4,1
6864,ETOPOSIDE,MK-2206,A2058,23.8414603,2,1
6865,ETOPOSIDE,MK-2206,A2780,25.09455866,2,1
6866,ETOPOSIDE,MK-2206,A375,40.3600574,2,1
6867,ETOPOSIDE,MK-2206,A427,24.8922984,2,1
6868,ETOPOSIDE,MK-2206,CAOV3,159.9074884,2,1
6869,ETOPOSIDE,MK-2206,COLO320DM,20.24506044,2,1
6873,ETOPOSIDE,MK-2206,HCT116,41.47821659,2,1
6874,ETOPOSIDE,MK-2206,HT144,47.84405312,2,1
6875,ETOPOSIDE,MK-2206,HT29,20.80452543,2,1
6876,ETOPOSIDE,MK-2206,KPL1,60.24310124,2,1
6877,ETOPOSIDE,MK-2206,LNCAP,28.94828404,2,1
6878,ETOPOSIDE,MK-2206,LOVO,36.55388298,2,1
6879,ETOPOSIDE,MK-2206,MDAMB436,34.50086052,2,1
6880,ETOPOSIDE,MK-2206,MSTO,46.61376899,2,1
6881,ETOPOSIDE,MK-2206,NCIH1650,35.02054763,2,1
6882,ETOPOSIDE,MK-2206,NCIH2122,43.0982675,2,1
6883,ETOPOSIDE,MK-2206,NCIH23,-168.9394512,2,0
6884,ETOPOSIDE,MK-2206,NCIH460,46.56657824,2,1
6887,ETOPOSIDE,MK-2206,OV90,35.08106665,2,1
6890,ETOPOSIDE,MK-2206,RKO,49.94340541,2,1
6892,ETOPOSIDE,MK-2206,SKMEL30,33.04954641,2,1
6893,ETOPOSIDE,MK-2206,SKMES1,44.45871774,2,1
6896,ETOPOSIDE,MK-2206,SW837,41.49633741,2,1
6898,ETOPOSIDE,MK-2206,UACC62,42.952925,2,1
6899,ETOPOSIDE,MK-2206,UWB1289,26.61365086,2,1
6901,ETOPOSIDE,MK-2206,VCAP,33.39039432,2,1
6902,ETOPOSIDE,MK-2206,ZR751,20.59921408,2,1
6907,ETOPOSIDE,MK-4827,CAOV3,80.47079268,2,1
6910,ETOPOSIDE,MK-4827,EFM192B,22.75225333,2,1
6916,ETOPOSIDE,MK-4827,LNCAP,-21.59027419,2,0
6920,ETOPOSIDE,MK-4827,NCIH1650,26.22483109,2,1
6922,ETOPOSIDE,MK-4827,NCIH23,-148.8888175,2,0
6924,ETOPOSIDE,MK-4827,NCIH520,24.07225252,2,1
6928,ETOPOSIDE,MK-4827,PA1,-14.01899781,2,0
6933,ETOPOSIDE,MK-4827,SKOV3,21.90598342,2,1
6936,ETOPOSIDE,MK-4827,T47D,-30.71348163,2,0
6939,ETOPOSIDE,MK-4827,UWB1289BRCA1,28.15482338,2,1
6940,ETOPOSIDE,MK-4827,VCAP,22.09555743,2,1
6946,ETOPOSIDE,MK-5108,CAOV3,70.49294954,4,1
6953,ETOPOSIDE,MK-5108,HT29,22.04488376,4,1
6955,ETOPOSIDE,MK-5108,LNCAP,-12.66025633,4,0
6958,ETOPOSIDE,MK-5108,MSTO,27.5905608,4,1
6962,ETOPOSIDE,MK-5108,NCIH460,-12.89621832,4,0
6963,ETOPOSIDE,MK-5108,NCIH520,-11.51128765,4,0
6965,ETOPOSIDE,MK-5108,OV90,21.11551933,4,1
6966,ETOPOSIDE,MK-5108,OVCAR3,-23.76105159,4,0
6968,ETOPOSIDE,MK-5108,RKO,29.56165952,4,1
6973,ETOPOSIDE,MK-5108,SW620,20.04486147,4,1
6979,ETOPOSIDE,MK-5108,VCAP,-10.31394043,4,0
6980,ETOPOSIDE,MK-5108,ZR751,-13.80178169,4,0
6982,ETOPOSIDE,MK-8669,A2780,22.65392265,0,1
6983,ETOPOSIDE,MK-8669,A375,30.71559892,0,1
6985,ETOPOSIDE,MK-8669,CAOV3,118.6852801,0,1
6988,ETOPOSIDE,MK-8669,EFM192B,44.70688728,0,1
6991,ETOPOSIDE,MK-8669,HT144,41.58992657,0,1
6993,ETOPOSIDE,MK-8669,KPL1,47.41302637,0,1
6994,ETOPOSIDE,MK-8669,LNCAP,34.45017819,0,1
6996,ETOPOSIDE,MK-8669,MDAMB436,32.37389935,0,1
6997,ETOPOSIDE,MK-8669,MSTO,41.59139974,0,1
6998,ETOPOSIDE,MK-8669,NCIH1650,35.97509228,0,1
7000,ETOPOSIDE,MK-8669,NCIH23,-146.9487222,0,0
7006,ETOPOSIDE,MK-8669,PA1,-22.92275491,0,0
7007,ETOPOSIDE,MK-8669,RKO,34.5234873,0,1
7009,ETOPOSIDE,MK-8669,SKMEL30,28.66295459,0,1
7013,ETOPOSIDE,MK-8669,SW837,33.80011003,0,1
7015,ETOPOSIDE,MK-8669,UACC62,34.55875316,0,1
7018,ETOPOSIDE,MK-8669,VCAP,30.50590257,0,1
7020,ETOPOSIDE,MK-8776,A2058,57.67901606,2,1
7021,ETOPOSIDE,MK-8776,A2780,21.34548508,2,1
7022,ETOPOSIDE,MK-8776,A375,-65.08015716,2,0
7024,ETOPOSIDE,MK-8776,CAOV3,65.09984723,2,1
7027,ETOPOSIDE,MK-8776,EFM192B,32.10499213,2,1
7030,ETOPOSIDE,MK-8776,HT144,26.87486066,2,1
7031,ETOPOSIDE,MK-8776,HT29,22.77599038,2,1
7035,ETOPOSIDE,MK-8776,MDAMB436,25.41312428,2,1
7037,ETOPOSIDE,MK-8776,NCIH1650,25.17189985,2,1
7044,ETOPOSIDE,MK-8776,OVCAR3,78.91706663,2,1
7045,ETOPOSIDE,MK-8776,PA1,-22.83951833,2,0
7048,ETOPOSIDE,MK-8776,SKMEL30,58.93855866,2,1
7049,ETOPOSIDE,MK-8776,SKMES1,-14.15759259,2,0
7051,ETOPOSIDE,MK-8776,SW620,-12.87630561,2,0
7053,ETOPOSIDE,MK-8776,T47D,-29.18931096,2,0
7054,ETOPOSIDE,MK-8776,UACC62,20.63281721,2,1
7057,ETOPOSIDE,MK-8776,VCAP,54.77812255,2,1
7059,ETOPOSIDE,PD325901,A2058,22.17348782,4,1
7060,ETOPOSIDE,PD325901,A2780,36.84388809,4,1
7063,ETOPOSIDE,PD325901,CAOV3,122.0788947,4,1
7066,ETOPOSIDE,PD325901,EFM192B,20.84920257,4,1
7069,ETOPOSIDE,PD325901,HT144,39.74829923,4,1
7072,ETOPOSIDE,PD325901,LNCAP,40.32291573,4,1
7073,ETOPOSIDE,PD325901,LOVO,30.23540886,4,1
7074,ETOPOSIDE,PD325901,MDAMB436,25.97741805,4,1
7075,ETOPOSIDE,PD325901,MSTO,-20.58151609,4,0
7076,ETOPOSIDE,PD325901,NCIH1650,25.46667544,4,1
7077,ETOPOSIDE,PD325901,NCIH2122,27.0184105,4,1
7079,ETOPOSIDE,PD325901,NCIH460,39.75978234,4,1
7082,ETOPOSIDE,PD325901,OV90,21.03998461,4,1
7083,ETOPOSIDE,PD325901,OVCAR3,28.55487554,4,1
7084,ETOPOSIDE,PD325901,PA1,-10.74392446,4,0
7085,ETOPOSIDE,PD325901,RKO,38.3604726,4,1
7092,ETOPOSIDE,PD325901,T47D,33.34594771,4,1
7094,ETOPOSIDE,PD325901,UWB1289,36.33037037,4,1
7097,ETOPOSIDE,PD325901,ZR751,48.6253214,4,1
7098,ETOPOSIDE,SORAFENIB,A2058,-12.15503625,1,0
7102,ETOPOSIDE,SORAFENIB,CAOV3,40.76840903,1,1
7105,ETOPOSIDE,SORAFENIB,EFM192B,-16.26841635,1,0
7112,ETOPOSIDE,SORAFENIB,LOVO,-10.0797683,1,0
7117,ETOPOSIDE,SORAFENIB,NCIH23,-116.1653965,1,0
7122,ETOPOSIDE,SORAFENIB,OVCAR3,-18.43455983,1,0
7125,ETOPOSIDE,SORAFENIB,RPMI7951,-10.84972086,1,0
7131,ETOPOSIDE,SORAFENIB,T47D,-12.4278492,1,0
7135,ETOPOSIDE,SORAFENIB,VCAP,-19.78803715,1,0
7136,ETOPOSIDE,SORAFENIB,ZR751,-11.74689916,1,0
7141,ETOPOSIDE,SUNITINIB,CAOV3,30.61709086,3,1
7153,ETOPOSIDE,SUNITINIB,MSTO,-15.12080583,3,0
7156,ETOPOSIDE,SUNITINIB,NCIH23,-98.62741446,3,0
7162,ETOPOSIDE,SUNITINIB,PA1,-13.58561469,3,0
7164,ETOPOSIDE,SUNITINIB,RPMI7951,-13.32447019,3,0
7166,ETOPOSIDE,SUNITINIB,SKMES1,-10.19342421,3,0
7170,ETOPOSIDE,SUNITINIB,T47D,-26.44624539,3,0
7178,ETOPOSIDE,TEMOZOLOMIDE,A375,-87.4802028,1,0
7180,ETOPOSIDE,TEMOZOLOMIDE,CAOV3,83.00585057,1,1
7193,ETOPOSIDE,TEMOZOLOMIDE,NCIH1650,-10.23455147,1,0
7201,ETOPOSIDE,TEMOZOLOMIDE,PA1,-13.05993648,1,0
7204,ETOPOSIDE,TEMOZOLOMIDE,SKMEL30,21.19310545,1,1
7205,ETOPOSIDE,TEMOZOLOMIDE,SKMES1,25.00914684,1,1
7208,ETOPOSIDE,TEMOZOLOMIDE,SW837,-18.67907384,1,0
7209,ETOPOSIDE,TEMOZOLOMIDE,T47D,-27.82829749,1,0
7211,ETOPOSIDE,TEMOZOLOMIDE,UWB1289,21.52753795,1,1
7212,ETOPOSIDE,TEMOZOLOMIDE,UWB1289BRCA1,33.68962252,1,1
7214,ETOPOSIDE,TEMOZOLOMIDE,ZR751,-16.39943726,1,0
7217,ETOPOSIDE,ZOLINZA,A375,-71.18505172,2,0
7218,ETOPOSIDE,ZOLINZA,A427,-18.84435619,2,0
7219,ETOPOSIDE,ZOLINZA,CAOV3,83.62883659,2,1
7224,ETOPOSIDE,ZOLINZA,HCT116,-17.37379223,2,0
7228,ETOPOSIDE,ZOLINZA,LNCAP,28.61619415,2,1
7231,ETOPOSIDE,ZOLINZA,MSTO,56.83462933,2,1
7245,ETOPOSIDE,ZOLINZA,SKOV3,29.64057569,2,1
7247,ETOPOSIDE,ZOLINZA,SW837,21.63323076,2,1
7248,ETOPOSIDE,ZOLINZA,T47D,25.24241347,2,1
7250,ETOPOSIDE,ZOLINZA,UWB1289,27.44154642,2,1
7251,ETOPOSIDE,ZOLINZA,UWB1289BRCA1,20.62090545,2,1
7253,ETOPOSIDE,ZOLINZA,ZR751,22.83573645,2,1
7254,GELDANAMYCIN,BEZ-235,A2058,34.57333585,2,1
7256,GELDANAMYCIN,BEZ-235,A375,20.65600784,2,1
7258,GELDANAMYCIN,BEZ-235,CAOV3,25.67518873,2,1
7259,GELDANAMYCIN,BEZ-235,COLO320DM,30.65561173,2,1
7260,GELDANAMYCIN,BEZ-235,DLD1,24.26631043,2,1
7262,GELDANAMYCIN,BEZ-235,ES2,22.05057677,2,1
7263,GELDANAMYCIN,BEZ-235,HCT116,35.76379658,2,1
7264,GELDANAMYCIN,BEZ-235,HT144,45.48122797,2,1
7267,GELDANAMYCIN,BEZ-235,LNCAP,107.6222417,2,1
7269,GELDANAMYCIN,BEZ-235,MDAMB436,23.29901802,2,1
7274,GELDANAMYCIN,BEZ-235,NCIH460,34.03656802,2,1
7279,GELDANAMYCIN,BEZ-235,PA1,26.19486728,2,1
7280,GELDANAMYCIN,BEZ-235,RKO,20.10584985,2,1
7282,GELDANAMYCIN,BEZ-235,SKMEL30,48.27593907,2,1
7283,GELDANAMYCIN,BEZ-235,SKMES1,45.63680144,2,1
7287,GELDANAMYCIN,BEZ-235,T47D,155.3899654,2,1
7288,GELDANAMYCIN,BEZ-235,UACC62,29.76025464,2,1
7291,GELDANAMYCIN,BEZ-235,VCAP,28.05066048,2,1
7294,GELDANAMYCIN,DINACICLIB,A2780,-17.97817111,2,0
7295,GELDANAMYCIN,DINACICLIB,A375,22.05450091,2,1
7306,GELDANAMYCIN,DINACICLIB,LNCAP,33.17178636,2,1
7309,GELDANAMYCIN,DINACICLIB,MSTO,-22.90589188,2,0
7310,GELDANAMYCIN,DINACICLIB,NCIH1650,-23.08653485,2,0
7312,GELDANAMYCIN,DINACICLIB,NCIH23,-12.48833358,2,0
7317,GELDANAMYCIN,DINACICLIB,OVCAR3,-25.42782364,2,0
7320,GELDANAMYCIN,DINACICLIB,RPMI7951,-11.41869766,2,0
7322,GELDANAMYCIN,DINACICLIB,SKMES1,-10.94429024,2,0
7323,GELDANAMYCIN,DINACICLIB,SKOV3,-22.80868825,2,0
7324,GELDANAMYCIN,DINACICLIB,SW620,-13.56571062,2,0
7325,GELDANAMYCIN,DINACICLIB,SW837,-13.89481261,2,0
7326,GELDANAMYCIN,DINACICLIB,T47D,-39.85034847,2,0
7328,GELDANAMYCIN,DINACICLIB,UWB1289,-22.41107601,2,0
7329,GELDANAMYCIN,DINACICLIB,UWB1289BRCA1,-23.57095562,2,0
7331,GELDANAMYCIN,DINACICLIB,ZR751,-19.07458503,2,0
7332,GELDANAMYCIN,MK-8776,A2058,51.41963491,4,1
7334,GELDANAMYCIN,MK-8776,A375,20.88618832,4,1
7335,GELDANAMYCIN,MK-8776,A427,23.03757955,4,1
7336,GELDANAMYCIN,MK-8776,CAOV3,24.8543465,4,1
7341,GELDANAMYCIN,MK-8776,HCT116,30.28012904,4,1
7342,GELDANAMYCIN,MK-8776,HT144,-198.6874066,4,0
7345,GELDANAMYCIN,MK-8776,LNCAP,-105.3544017,4,0
7348,GELDANAMYCIN,MK-8776,MSTO,-36.80066992,4,0
7350,GELDANAMYCIN,MK-8776,NCIH2122,-17.72773735,4,0
7351,GELDANAMYCIN,MK-8776,NCIH23,-11.01680765,4,0
7354,GELDANAMYCIN,MK-8776,OCUBM,27.51716779,4,1
7356,GELDANAMYCIN,MK-8776,OVCAR3,-19.67567254,4,0
7358,GELDANAMYCIN,MK-8776,RKO,32.13845443,4,1
7360,GELDANAMYCIN,MK-8776,SKMEL30,37.16106996,4,1
7361,GELDANAMYCIN,MK-8776,SKMES1,-23.43171311,4,0
7362,GELDANAMYCIN,MK-8776,SKOV3,-31.75296787,4,0
7364,GELDANAMYCIN,MK-8776,SW837,-184.7983901,4,0
7365,GELDANAMYCIN,MK-8776,T47D,-34.98235241,4,0
7368,GELDANAMYCIN,MK-8776,UWB1289BRCA1,-13.02276442,4,0
7370,GELDANAMYCIN,MK-8776,ZR751,-28.73240892,4,0
7378,GELDANAMYCIN,OXALIPLATIN,EFM192B,-19.21107942,2,0
7379,GELDANAMYCIN,OXALIPLATIN,ES2,-26.81921548,2,0
7381,GELDANAMYCIN,OXALIPLATIN,HT144,-10.33252131,2,0
7384,GELDANAMYCIN,OXALIPLATIN,LNCAP,-64.20722083,2,0
7385,GELDANAMYCIN,OXALIPLATIN,LOVO,-24.37481524,2,0
7388,GELDANAMYCIN,OXALIPLATIN,NCIH1650,-15.35308599,2,0
7390,GELDANAMYCIN,OXALIPLATIN,NCIH23,-15.15007571,2,0
7394,GELDANAMYCIN,OXALIPLATIN,OV90,-11.53351607,2,0
7396,GELDANAMYCIN,OXALIPLATIN,PA1,-40.18357728,2,0
7402,GELDANAMYCIN,OXALIPLATIN,SW620,-13.60640049,2,0
7404,GELDANAMYCIN,OXALIPLATIN,T47D,-37.34066605,2,0
7405,GELDANAMYCIN,OXALIPLATIN,UACC62,-24.58577099,2,0
7407,GELDANAMYCIN,OXALIPLATIN,UWB1289BRCA1,-23.49322203,2,0
7412,GELDANAMYCIN,SN-38,A375,22.09706901,1,1
7423,GELDANAMYCIN,SN-38,LNCAP,33.95907446,1,1
7424,GELDANAMYCIN,SN-38,LOVO,-18.13081596,1,0
7434,GELDANAMYCIN,SN-38,OVCAR3,68.46338668,1,1
7438,GELDANAMYCIN,SN-38,SKMEL30,38.26844823,1,1
7440,GELDANAMYCIN,SN-38,SKOV3,-12.02502079,1,0
7464,GELDANAMYCIN,SORAFENIB,MDAMB436,-17.59525207,2,0
7465,GELDANAMYCIN,SORAFENIB,MSTO,-43.62177115,2,0
7473,GELDANAMYCIN,SORAFENIB,OVCAR3,-32.68314045,2,0
7476,GELDANAMYCIN,SORAFENIB,RPMI7951,-11.75896295,2,0
7478,GELDANAMYCIN,SORAFENIB,SKMES1,-13.59548446,2,0
7480,GELDANAMYCIN,SORAFENIB,SW620,-10.96608563,2,0
7485,GELDANAMYCIN,SORAFENIB,UWB1289BRCA1,-11.71866295,2,0
7486,GELDANAMYCIN,SORAFENIB,VCAP,-13.33651052,2,0
7487,GELDANAMYCIN,SORAFENIB,ZR751,-17.09555794,2,0
7488,GELDANAMYCIN,TOPOTECAN,A2058,22.38658565,3,1
7490,GELDANAMYCIN,TOPOTECAN,A375,-16.3920222,3,0
7491,GELDANAMYCIN,TOPOTECAN,A427,21.65186525,3,1
7495,GELDANAMYCIN,TOPOTECAN,EFM192B,-16.56625305,3,0
7504,GELDANAMYCIN,TOPOTECAN,MSTO,-14.63725658,3,0
7505,GELDANAMYCIN,TOPOTECAN,NCIH1650,-15.30165422,3,0
7507,GELDANAMYCIN,TOPOTECAN,NCIH23,-17.97647101,3,0
7508,GELDANAMYCIN,TOPOTECAN,NCIH460,-23.95784414,3,0
7513,GELDANAMYCIN,TOPOTECAN,PA1,-11.22419818,3,0
7514,GELDANAMYCIN,TOPOTECAN,RKO,-10.70715216,3,0
7516,GELDANAMYCIN,TOPOTECAN,SKMEL30,48.38401733,3,1
7517,GELDANAMYCIN,TOPOTECAN,SKMES1,-15.97279372,3,0
7529,GEMCITABINE,ABT-888,A375,-20.51873205,0,0
7553,GEMCITABINE,ABT-888,RKO,-10.13746929,0,0
7554,GEMCITABINE,ABT-888,RPMI7951,-12.18811971,0,0
7556,GEMCITABINE,ABT-888,SKMES1,-16.39024838,0,0
7562,GEMCITABINE,ABT-888,UWB1289,-15.86124308,0,0
7572,GEMCITABINE,AZD1775,DLD1,21.20293828,3,1
7579,GEMCITABINE,AZD1775,LNCAP,-40.59067921,3,0
7581,GEMCITABINE,AZD1775,MDAMB436,21.31809506,3,1
7595,GEMCITABINE,AZD1775,SKMES1,-14.68150812,3,0
7597,GEMCITABINE,AZD1775,SW620,21.71773377,3,1
7598,GEMCITABINE,AZD1775,SW837,24.60905058,3,1
7600,GEMCITABINE,AZD1775,UACC62,24.89268877,3,1
7601,GEMCITABINE,AZD1775,UWB1289,39.49221852,3,1
7615,GEMCITABINE,BEZ-235,HT144,24.09512725,0,1
7618,GEMCITABINE,BEZ-235,LNCAP,48.96142284,0,1
7620,GEMCITABINE,BEZ-235,MDAMB436,22.07134162,0,1
7624,GEMCITABINE,BEZ-235,NCIH23,-12.84994994,0,0
7625,GEMCITABINE,BEZ-235,NCIH460,23.36042667,0,1
7634,GEMCITABINE,BEZ-235,SKMES1,-20.12882119,0,0
7637,GEMCITABINE,BEZ-235,SW837,21.07815577,0,1
7638,GEMCITABINE,BEZ-235,T47D,46.29499521,0,1
7641,GEMCITABINE,BEZ-235,UWB1289BRCA1,20.42401423,0,1
